year,term,value,source,corpus,smoothing,case_sensitive,query_group,semantic_domain,narrative_role
1888,artificial language,5.081634185666317e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1889,artificial language,3.8959589138132245e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1890,artificial language,2.0754386875765363e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1891,artificial language,2.2656387183017657e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1892,artificial language,1.9671005740962144e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1893,artificial language,1.6994845669637826e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1894,artificial language,1.167033819582386e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1895,artificial language,1.406717715923822e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1896,artificial language,8.92818742548318e-9,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1897,artificial language,8.638203929933752e-9,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1898,artificial language,1.3219426137078827e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1899,artificial language,1.483404052371462e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1900,artificial language,1.5634431749234068e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1901,artificial language,1.104622979197778e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1902,artificial language,1.6652797862892754e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1903,artificial language,1.6227437324434213e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1904,artificial language,2.2658761977822905e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1905,artificial language,1.5016080823215816e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1906,artificial language,1.667519455850197e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1907,artificial language,2.5531913722121047e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1908,artificial language,3.900852266203181e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1909,artificial language,2.9030818526898372e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1910,artificial language,2.1743241415683734e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1911,artificial language,3.434749746428212e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1912,artificial language,1.5753406565344186e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1913,artificial language,1.4069458237342403e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1914,artificial language,1.3073747306968642e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1915,artificial language,6.1776672666269405e-9,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1916,artificial language,9.899549867353752e-9,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1917,artificial language,1.3670024556766691e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1918,artificial language,1.3335189064100916e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1919,artificial language,2.1663508431579714e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1920,artificial language,1.6865437268975825e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1921,artificial language,1.5765701882886063e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1922,artificial language,3.596163006269748e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1923,artificial language,3.015125321637058e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1924,artificial language,3.947851390240231e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1925,artificial language,2.8540710128588387e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1926,artificial language,4.5278815835603226e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1927,artificial language,3.6948788362245466e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1928,artificial language,3.478547858093428e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1929,artificial language,3.4280676880493743e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1930,artificial language,2.8637100926709458e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1931,artificial language,3.5790061914120486e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1932,artificial language,2.8521713990592445e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1933,artificial language,3.994083974667717e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1934,artificial language,2.4266900156000304e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1935,artificial language,2.4508405083167872e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1936,artificial language,3.3895163786823446e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1937,artificial language,2.0162140179635912e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1938,artificial language,2.269587207059942e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1939,artificial language,2.4576195634118392e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1940,artificial language,3.739775933375711e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1941,artificial language,3.045028860310106e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1942,artificial language,3.5075980564514e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1943,artificial language,4.5559908956605e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1944,artificial language,3.379115948165534e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1945,artificial language,2.1421972223878427e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1946,artificial language,2.8197694262876993e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1947,artificial language,3.173398277489525e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1948,artificial language,2.1092068369643613e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1949,artificial language,2.145881866644217e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1950,artificial language,2.699395507121949e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1951,artificial language,1.8417763703038048e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1952,artificial language,2.1425044904876955e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1953,artificial language,3.191944625280385e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1954,artificial language,2.9418379343670864e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1955,artificial language,2.2815702549472405e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1956,artificial language,2.0005974814274463e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1957,artificial language,5.2631764765886935e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1958,artificial language,2.370508783711145e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1959,artificial language,3.30019890304456e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1960,artificial language,3.2467817878689686e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1961,artificial language,3.308525992062883e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1962,artificial language,3.601085518667446e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1963,artificial language,4.312213264245912e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1964,artificial language,3.81788650971604e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1965,artificial language,4.3279738903834186e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1966,artificial language,5.2819692286654174e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1967,artificial language,5.12342555047951e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1968,artificial language,4.187101107500091e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1969,artificial language,4.87784441727257e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1970,artificial language,4.414927323725948e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1971,artificial language,3.9431958920310706e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1972,artificial language,5.6735863451784496e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1973,artificial language,3.9569471921296895e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1974,artificial language,3.737200787723438e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1975,artificial language,5.714216066987632e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1976,artificial language,3.9054717682063256e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1977,artificial language,3.583020364433809e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1978,artificial language,5.971271332949613e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1979,artificial language,3.471198140037046e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1980,artificial language,4.233006289933172e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1981,artificial language,4.461183245041411e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1982,artificial language,5.1144444346284956e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1983,artificial language,4.8486912214429356e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1984,artificial language,5.013754230190348e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1985,artificial language,4.870612069912683e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1986,artificial language,5.9068806956830144e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1987,artificial language,5.3398506814211766e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1988,artificial language,4.5605642269574975e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1989,artificial language,5.1506981568749666e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1990,artificial language,4.790533258969276e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1991,artificial language,5.2198075528586685e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1992,artificial language,5.556242277382495e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1993,artificial language,4.987297558267656e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1994,artificial language,4.796799522518991e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1995,artificial language,4.2369062813740754e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1996,artificial language,5.4786216452384906e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1997,artificial language,5.2442331973517886e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1998,artificial language,4.5185811647918683e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
1999,artificial language,3.9937099238773754e-8,Google Books Ngram Viewer,en,0,false,chart06_cognitive,COGNITIVE,constructed symbolic/cognitive system
