year,term,value,source,corpus,smoothing,case_sensitive,query_group,semantic_domain,narrative_role
1825,artificial light,1.8159617132251782e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1826,artificial light,1.467746806316228e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1827,artificial light,1.2871994670149434e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1828,artificial light,1.189822624869663e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1829,artificial light,1.969239096233366e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1830,artificial light,2.28387501466365e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1831,artificial light,1.2598723375667475e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1832,artificial light,1.7321291145844242e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1833,artificial light,2.534384101471332e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1834,artificial light,2.0361281705127965e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1835,artificial light,2.2904213847763089e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1836,artificial light,1.7561343135241714e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1837,artificial light,1.9800555128846042e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1838,artificial light,1.5437880102053825e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1839,artificial light,3.3182211223170555e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1840,artificial light,3.350607598595623e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1841,artificial light,3.5851299307054774e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1842,artificial light,2.8103899385456543e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1843,artificial light,3.2514862829957636e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1844,artificial light,2.93641993387439e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1845,artificial light,3.24733946843736e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1846,artificial light,2.576584700042517e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1847,artificial light,4.1817558571466407e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1848,artificial light,2.573701815555829e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1849,artificial light,3.571930635715148e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1850,artificial light,3.09440007839612e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1851,artificial light,3.37139890005389e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1852,artificial light,3.22732273516646e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1853,artificial light,3.971759143794884e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1854,artificial light,4.2984340176133173e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1855,artificial light,4.2592186322298886e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1856,artificial light,3.6578458506575373e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1857,artificial light,3.7004207190105554e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1858,artificial light,4.214626738718863e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1859,artificial light,4.6056231406410575e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1860,artificial light,5.001755490063875e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1861,artificial light,5.598364161973901e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1862,artificial light,6.966904777527816e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1863,artificial light,4.782003091285958e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1864,artificial light,6.24963625156516e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1865,artificial light,4.5556108130284656e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1866,artificial light,5.219179501358973e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1867,artificial light,4.454438430334662e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1868,artificial light,3.388977208307331e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1869,artificial light,5.52883221816014e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1870,artificial light,5.371012065102931e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1871,artificial light,3.7371291422561015e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1872,artificial light,3.9680587748947005e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1873,artificial light,4.725571770003434e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1874,artificial light,3.347866468494942e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1875,artificial light,4.0409914614514264e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1876,artificial light,4.020025707873742e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1877,artificial light,3.981120852980524e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1878,artificial light,5.945356284509096e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1879,artificial light,6.6784174101997e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1880,artificial light,5.314883038676221e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1881,artificial light,4.813196285424759e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1882,artificial light,6.131249491725388e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1883,artificial light,5.755517968886181e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1884,artificial light,5.390641642788463e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1885,artificial light,4.857431612492746e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1886,artificial light,4.843616914496085e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1887,artificial light,4.3665157556382894e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1888,artificial light,4.795792422906953e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1889,artificial light,5.250992711758329e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1890,artificial light,4.858854186218231e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1891,artificial light,5.471517661448377e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1892,artificial light,5.710106792122804e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1893,artificial light,5.34297128540473e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1894,artificial light,4.929411624859936e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1895,artificial light,4.845183401158693e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1896,artificial light,5.128925105873927e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1897,artificial light,6.318229098245531e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1898,artificial light,5.537137042210816e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1899,artificial light,5.357207575329426e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1900,artificial light,6.218425641080216e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1901,artificial light,6.204082537014655e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1902,artificial light,5.805061141228585e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1903,artificial light,6.127125159877123e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1904,artificial light,5.604600756825562e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1905,artificial light,5.631030244312996e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1906,artificial light,6.442375024562352e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1907,artificial light,6.586288521237549e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1908,artificial light,7.670177131213762e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1909,artificial light,7.363372565016846e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1910,artificial light,6.856368906654753e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1911,artificial light,7.499203356076123e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1912,artificial light,8.297128270828846e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1913,artificial light,9.731375399460451e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1914,artificial light,8.277198033090905e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1915,artificial light,0.0000011942825789978961,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1916,artificial light,8.813569199114801e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1917,artificial light,8.79042049817258e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1918,artificial light,8.786169067298566e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1919,artificial light,8.779738938924364e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1920,artificial light,9.682294057622443e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1921,artificial light,9.205258855726761e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1922,artificial light,9.381253535112322e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1923,artificial light,0.0000010173256175111112,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1924,artificial light,0.0000010149157775307671,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1925,artificial light,0.0000010446428377886008,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1926,artificial light,0.000001083246411737182,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1927,artificial light,9.651775220997916e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1928,artificial light,9.309256503581276e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1929,artificial light,9.172087826192499e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1930,artificial light,8.842719209645189e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1931,artificial light,9.105838994771798e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1932,artificial light,8.829542506583188e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1933,artificial light,9.037298596137333e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1934,artificial light,9.094868947401302e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1935,artificial light,8.561931289507996e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1936,artificial light,8.018101034235059e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1937,artificial light,9.063798474540086e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1938,artificial light,8.74708112927336e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1939,artificial light,7.685847173699578e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1940,artificial light,7.766793801017302e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1941,artificial light,7.133743804149661e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1942,artificial light,7.067385678349858e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1943,artificial light,6.010058031247212e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1944,artificial light,6.771431691754426e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1945,artificial light,6.365748148745576e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1946,artificial light,6.487574014599207e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1947,artificial light,6.037340908315869e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1948,artificial light,6.229693248066548e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1949,artificial light,6.057518101634796e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1950,artificial light,5.307675780968912e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1951,artificial light,5.386757365027917e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1952,artificial light,6.026122019511804e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1953,artificial light,5.355189980349451e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1954,artificial light,5.404551787352441e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1955,artificial light,5.250847782342638e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1956,artificial light,6.46521218082563e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1957,artificial light,4.837929768047866e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1958,artificial light,5.260852602509414e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1959,artificial light,4.568317960584878e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1960,artificial light,4.5931051205483353e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1961,artificial light,4.361066325841989e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1962,artificial light,4.371058772711933e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1963,artificial light,4.5516465146944185e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1964,artificial light,3.820840319690433e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1965,artificial light,3.55146396291417e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1966,artificial light,3.6898717473143883e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1967,artificial light,3.460124643472895e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1968,artificial light,3.3914929192802035e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1969,artificial light,3.284051290769474e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1970,artificial light,3.203514395005991e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1971,artificial light,3.165806143901051e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1972,artificial light,2.8807138749420425e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1973,artificial light,2.908970047621473e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1974,artificial light,3.1301278155537737e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1975,artificial light,2.962521464464074e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1976,artificial light,3.1156008886007447e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1977,artificial light,2.7106800985429724e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1978,artificial light,2.815931368499447e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1979,artificial light,2.7674552155118604e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1980,artificial light,2.7259054688130724e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1981,artificial light,2.7987663712633615e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1982,artificial light,2.6634119708671133e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1983,artificial light,2.5220471114306697e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1984,artificial light,2.1352813439623475e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1985,artificial light,2.3654364630920632e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1986,artificial light,2.2738696569407635e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1987,artificial light,2.389685000506181e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1988,artificial light,2.2419035961007694e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1989,artificial light,2.3126352487537472e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1990,artificial light,2.1183068184271736e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1991,artificial light,1.962406873667888e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1992,artificial light,1.91930558449821e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1993,artificial light,2.065067111617358e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1994,artificial light,1.9606690049300823e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1995,artificial light,1.830884483744466e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1996,artificial light,1.9016208893662956e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1997,artificial light,2.0738346628162985e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1998,artificial light,2.0475116624396605e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
1999,artificial light,2.0851369492841387e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2000,artificial light,2.012672808415772e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2001,artificial light,2.054336462192774e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2002,artificial light,2.1722276884877934e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2003,artificial light,2.1268465361101718e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2004,artificial light,2.2076417280358918e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2005,artificial light,2.1288787827034028e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2006,artificial light,2.29182073319123e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2007,artificial light,2.3617870288650256e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2008,artificial light,2.3722161958047994e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2009,artificial light,2.45411015620256e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2010,artificial light,2.560011903574022e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2011,artificial light,2.863985270676328e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
2012,artificial light,2.8501356243507137e-7,Google Books Ngram Viewer,en,0,false,chart06_sense,SENSE,early sensory substitute / illumination anchor
