year,term,value,source,corpus,smoothing,case_sensitive,query_group,semantic_domain,narrative_role
1828,artificial respiration,1.6466296015593684e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1829,artificial respiration,1.5071829739810028e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1830,artificial respiration,6.434727106707783e-8,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1831,artificial respiration,1.2106585378646173e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1832,artificial respiration,8.353530567273282e-8,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1833,artificial respiration,1.0838363379006566e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1834,artificial respiration,1.4220577682078073e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1835,artificial respiration,1.2366811941166844e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1836,artificial respiration,1.0463633270951789e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1837,artificial respiration,2.1495544122451804e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1838,artificial respiration,1.125520354694487e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1839,artificial respiration,2.8022126752347276e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1840,artificial respiration,9.943738393802803e-8,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1841,artificial respiration,1.1419301992887654e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1842,artificial respiration,2.518990134259269e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1843,artificial respiration,1.2799091642090588e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1844,artificial respiration,1.890962941786256e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1845,artificial respiration,1.787295360600183e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1846,artificial respiration,1.161491982593077e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1847,artificial respiration,1.2207297506172665e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1848,artificial respiration,2.1802696892336826e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1849,artificial respiration,2.0682375256875218e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1850,artificial respiration,1.4307441997818415e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1851,artificial respiration,1.8634968904085447e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1852,artificial respiration,2.6852002865673796e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1853,artificial respiration,2.48880997144596e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1854,artificial respiration,2.1932418770020945e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1855,artificial respiration,1.8938969958970375e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1856,artificial respiration,3.4722731623304526e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1857,artificial respiration,4.755867006878134e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1858,artificial respiration,2.5779609069687126e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1859,artificial respiration,3.383392654932038e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1860,artificial respiration,3.54963272136688e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1861,artificial respiration,5.156625366709022e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1862,artificial respiration,3.6078612009049493e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1863,artificial respiration,2.4922950875305716e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1864,artificial respiration,3.3294819390405905e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1865,artificial respiration,3.65810025826363e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1866,artificial respiration,2.6957025323071093e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1867,artificial respiration,2.541291213020713e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1868,artificial respiration,3.0719541133095163e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1869,artificial respiration,4.4583937075515223e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1870,artificial respiration,4.0949747504015477e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1871,artificial respiration,3.559502381733637e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1872,artificial respiration,4.460098090852682e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1873,artificial respiration,6.336123625771961e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1874,artificial respiration,5.47306040488138e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1875,artificial respiration,5.877805642207079e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1876,artificial respiration,6.85030625113825e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1877,artificial respiration,4.386632799224799e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1878,artificial respiration,5.207990341205004e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1879,artificial respiration,4.7223612398283876e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1880,artificial respiration,6.068074960841052e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1881,artificial respiration,5.755077943092601e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1882,artificial respiration,4.920757294968325e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1883,artificial respiration,5.250898684749927e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1884,artificial respiration,4.5593033171087427e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1885,artificial respiration,5.809694014757838e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1886,artificial respiration,4.0574326731768195e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1887,artificial respiration,4.905908888019894e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1888,artificial respiration,4.013697081362011e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1889,artificial respiration,5.366921045357742e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1890,artificial respiration,9.017490214535684e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1891,artificial respiration,5.903876814650211e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1892,artificial respiration,5.596125526308171e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1893,artificial respiration,7.365011222004725e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1894,artificial respiration,5.525121427041313e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1895,artificial respiration,6.250302319460443e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1896,artificial respiration,5.176754497709934e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1897,artificial respiration,5.784511324657959e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1898,artificial respiration,6.391893250523584e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1899,artificial respiration,4.2382971487953114e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1900,artificial respiration,4.637308617105873e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1901,artificial respiration,4.437985381272602e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1902,artificial respiration,4.2776874309424784e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1903,artificial respiration,5.446333544156801e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1904,artificial respiration,4.425343882452637e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1905,artificial respiration,4.211768445117059e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1906,artificial respiration,4.604653796036473e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1907,artificial respiration,4.210401738369285e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1908,artificial respiration,4.720368629307359e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1909,artificial respiration,4.951923670559744e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1910,artificial respiration,5.212165817419789e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1911,artificial respiration,4.599702467800171e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1912,artificial respiration,5.047110471778637e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1913,artificial respiration,6.523734459307207e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1914,artificial respiration,5.330868040331893e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1915,artificial respiration,4.7199370278860897e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1916,artificial respiration,4.206318733740444e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1917,artificial respiration,4.3684644396302375e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1918,artificial respiration,4.373727162665375e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1919,artificial respiration,3.9004345619986225e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1920,artificial respiration,4.1511974391283957e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1921,artificial respiration,3.839187323606552e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1922,artificial respiration,4.3721771225690986e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1923,artificial respiration,4.6207106629836403e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1924,artificial respiration,4.4287473664750276e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1925,artificial respiration,4.430416761791456e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1926,artificial respiration,3.988965278367562e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1927,artificial respiration,4.0192766095903387e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1928,artificial respiration,4.109182480394047e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1929,artificial respiration,4.140051043932669e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1930,artificial respiration,3.6231150475629637e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1931,artificial respiration,3.8856190069658236e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1932,artificial respiration,3.8053330786436135e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1933,artificial respiration,4.5289080108368296e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1934,artificial respiration,4.1932160779745153e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1935,artificial respiration,4.953407277685784e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1936,artificial respiration,4.0622997277139916e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1937,artificial respiration,4.812565370382327e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1938,artificial respiration,5.069891386155767e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1939,artificial respiration,5.21941090549094e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1940,artificial respiration,4.9878696853356e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1941,artificial respiration,4.7180967730625634e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1942,artificial respiration,5.637644881345549e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1943,artificial respiration,5.766216148866965e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1944,artificial respiration,6.927187815586322e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1945,artificial respiration,5.887873180815406e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1946,artificial respiration,4.382216160156438e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1947,artificial respiration,4.2831021979800044e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1948,artificial respiration,5.002775038259744e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1949,artificial respiration,4.5589040795213087e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1950,artificial respiration,4.866575768688874e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1951,artificial respiration,6.192753880807089e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1952,artificial respiration,6.816662550188091e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1953,artificial respiration,6.326004163975663e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1954,artificial respiration,5.775292045151481e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1955,artificial respiration,6.135158586925704e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1956,artificial respiration,6.012733544044635e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1957,artificial respiration,5.350022604933002e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1958,artificial respiration,5.944565169418992e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1959,artificial respiration,5.960018936157496e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1960,artificial respiration,5.386615948496654e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1961,artificial respiration,4.994358563381596e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1962,artificial respiration,4.740496535315941e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1963,artificial respiration,4.657793301887647e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1964,artificial respiration,4.2233062936408716e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1965,artificial respiration,4.1098215630697155e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1966,artificial respiration,3.9635240886570777e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1967,artificial respiration,2.96469911176267e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1968,artificial respiration,3.018128338916348e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1969,artificial respiration,3.165138676153312e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1970,artificial respiration,3.217273525091269e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1971,artificial respiration,2.7507639412116536e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1972,artificial respiration,2.622003006588769e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1973,artificial respiration,2.6477061935981094e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1974,artificial respiration,2.4768579501288635e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1975,artificial respiration,2.3530819266009972e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1976,artificial respiration,2.174886892872263e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1977,artificial respiration,2.3050038220132074e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1978,artificial respiration,3.275503242111677e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1979,artificial respiration,2.1902559537920196e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1980,artificial respiration,2.4483665555380396e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1981,artificial respiration,1.8180520796468036e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1982,artificial respiration,1.9114151948718128e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1983,artificial respiration,1.637537665466482e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1984,artificial respiration,2.962119682869968e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1985,artificial respiration,5.808787273409166e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1986,artificial respiration,1.7542876661058582e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1987,artificial respiration,1.4878209726038039e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1988,artificial respiration,1.5466044610626395e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1989,artificial respiration,1.7914447913644493e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1990,artificial respiration,1.650276710424281e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
1991,artificial respiration,2.3167238527577183e-7,Google Books Ngram Viewer,en,0,false,chart06_biological,BIOLOGICAL,life-support intervention and artificial bodily process
