year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1823,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1824,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1825,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1826,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1827,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1828,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1829,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1830,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1831,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1832,talking picture,1.1056142668053326e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1833,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1834,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1835,talking picture,1.0976460851352954e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1836,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1837,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1838,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1839,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1840,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1841,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1842,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1843,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1844,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1845,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1846,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1847,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1848,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1849,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1850,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1851,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1852,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1853,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1854,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1855,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1856,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1857,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1858,talking picture,8.480134372490511e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1859,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1860,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1861,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1862,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1863,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1864,talking picture,1.6879503628164372e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1865,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1866,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1867,talking picture,7.178788674622183e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1868,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1869,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1870,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1871,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1872,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1873,talking picture,1.607337318798585e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1874,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1875,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1876,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1877,talking picture,2.959941181046588e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1878,talking picture,4.09647915589062e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1879,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1880,talking picture,1.0009195694493656e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1881,talking picture,2.5947149984162365e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1882,talking picture,9.550233104338446e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1883,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1884,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1885,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1886,talking picture,1.1295748503226122e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1887,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1888,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1889,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1890,talking picture,9.698311598249632e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1891,talking picture,3.7760644611140037e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1892,talking picture,1.6545706194026621e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1893,talking picture,5.202503844392581e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1894,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1895,talking picture,1.598542825886895e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1896,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1897,talking picture,3.0850727528175526e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1898,talking picture,6.00883010015707e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1899,talking picture,2.825531475458831e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1900,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1901,talking picture,1.2995564346862665e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1902,talking picture,6.504999316980786e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1903,talking picture,2.028429688105682e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1904,talking picture,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1905,talking picture,2.4219484751064613e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1906,talking picture,2.3000268356554443e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1907,talking picture,8.274231577676261e-10,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1908,talking picture,8.880903068497759e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1909,talking picture,4.226709371391024e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1910,talking picture,3.313255864112463e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1911,talking picture,8.014416269519486e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1912,talking picture,4.515307544528113e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1913,talking picture,1.4557981660445751e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1914,talking picture,8.810568857819945e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1915,talking picture,9.26650089994041e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1916,talking picture,9.305577128304598e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1917,talking picture,5.646314471530189e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1918,talking picture,1.613127728616881e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1919,talking picture,5.61646512631242e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1920,talking picture,4.0247065680176775e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1921,talking picture,4.490836091886052e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1922,talking picture,6.151331555237505e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1923,talking picture,6.948437020204423e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1924,talking picture,4.636738229479853e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1925,talking picture,6.078114067609164e-9,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1926,talking picture,1.4026589251203703e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1927,talking picture,3.0811531742669374e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1928,talking picture,2.287086098284874e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1929,talking picture,6.969639809728534e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1930,talking picture,7.111740288889834e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1931,talking picture,5.505649003367807e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1932,talking picture,4.4488997669178687e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1933,talking picture,3.775229913127731e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1934,talking picture,3.6217695510709635e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1935,talking picture,3.090029583319165e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1936,talking picture,2.2589949200124693e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1937,talking picture,2.2178353181745436e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1938,talking picture,2.188203156242019e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1939,talking picture,1.6828633038479257e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1940,talking picture,1.529703481661926e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1941,talking picture,1.4274280069059841e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1942,talking picture,1.1226741492009751e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1943,talking picture,8.406124119009206e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1944,talking picture,7.906603549656666e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1945,talking picture,7.035026106105846e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1946,talking picture,9.742934398149217e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1947,talking picture,9.461063248117352e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1948,talking picture,8.549820598724445e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1949,talking picture,1.094837637216628e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1950,talking picture,7.076333307515226e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1951,talking picture,8.945770929580377e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1952,talking picture,8.919814798585834e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1953,talking picture,8.79025178202042e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1954,talking picture,1.1500693715416066e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1955,talking picture,7.144065942987776e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1956,talking picture,9.268393512396056e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1957,talking picture,9.051466054454949e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1958,talking picture,1.343034190803838e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1959,talking picture,7.92047728515044e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1960,talking picture,8.56330469867217e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1961,talking picture,8.770118945650163e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1962,talking picture,8.122655681397362e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1963,talking picture,1.4046355151231538e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1964,talking picture,4.70404974972638e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1965,talking picture,4.6927301600163673e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1966,talking picture,6.626346255034221e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1967,talking picture,4.603832848282252e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1968,talking picture,1.9551583102517256e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1969,talking picture,5.7878900353025564e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1970,talking picture,1.052882333402172e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1971,talking picture,7.288399551247382e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1972,talking picture,7.683106451050747e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1973,talking picture,2.3589717419725265e-7,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1974,talking picture,9.043907445160926e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1975,talking picture,9.112791815590882e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1976,talking picture,9.917265100800599e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1977,talking picture,8.750628386136605e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1978,talking picture,9.813333438912775e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1979,talking picture,7.672648255629966e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1980,talking picture,8.062612818354742e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1981,talking picture,7.174137131582548e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1982,talking picture,8.110511922829189e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1983,talking picture,5.924446083716006e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1984,talking picture,7.822267326235144e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1985,talking picture,6.738861198229973e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1986,talking picture,6.44525503662452e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1987,talking picture,4.79465598335338e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1988,talking picture,4.620374732811072e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1989,talking picture,9.632840830553491e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1990,talking picture,4.886987040042534e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1991,talking picture,4.515805229754477e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1992,talking picture,6.353875732501013e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1993,talking picture,4.140995786550139e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1994,talking picture,3.524644431873725e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1995,talking picture,3.92139211657927e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1996,talking picture,2.783084537827385e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1997,talking picture,3.213905619414703e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1998,talking picture,3.013959692238499e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1999,talking picture,2.5550401488994012e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2000,talking picture,2.199470982428009e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2001,talking picture,2.528272569080059e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2002,talking picture,2.2818086253817427e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2003,talking picture,1.9627741765226858e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2004,talking picture,2.259685660810362e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2005,talking picture,1.7097934179588492e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2006,talking picture,2.2187800929884816e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2007,talking picture,2.3991471170825562e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2008,talking picture,1.963344904362674e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2009,talking picture,1.5564119312805325e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2010,talking picture,1.7979850490401628e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2011,talking picture,1.4210054615632073e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2012,talking picture,2.275664713960457e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2013,talking picture,1.4978729451220474e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2014,talking picture,2.1163265046669766e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2015,talking picture,1.8690861539050196e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2016,talking picture,1.5422339627590986e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2017,talking picture,1.3422146741270957e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2018,talking picture,1.2084423312713755e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
2019,talking picture,1.5130864970680502e-8,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,sound-film transition marker after the late-1920s shift
1800,sound film,0,Google Books Ngram Viewer,en,0,false,b_sound_reproduction,alternate sound-cinema vocabulary for the same transition
