ngram	year	match_count	volume_count	ngram_order	corpus_release	source_shard	wide_field_index
forever	1839	20201	2384	1	googlebooks-eng-20200217	1-00018-of-00024.gz	250
forever	1840	18584	2379	1	googlebooks-eng-20200217	1-00018-of-00024.gz	251
forever	1841	20781	2465	1	googlebooks-eng-20200217	1-00018-of-00024.gz	252
forever	1842	24100	2419	1	googlebooks-eng-20200217	1-00018-of-00024.gz	253
forever	1843	23777	2456	1	googlebooks-eng-20200217	1-00018-of-00024.gz	254
forever	1844	31009	2860	1	googlebooks-eng-20200217	1-00018-of-00024.gz	255
forever	1845	32847	3186	1	googlebooks-eng-20200217	1-00018-of-00024.gz	256
forever	1846	35488	3290	1	googlebooks-eng-20200217	1-00018-of-00024.gz	257
forever	1847	30731	3056	1	googlebooks-eng-20200217	1-00018-of-00024.gz	258
forever	1848	37097	3311	1	googlebooks-eng-20200217	1-00018-of-00024.gz	259
forever	1849	34666	3255	1	googlebooks-eng-20200217	1-00018-of-00024.gz	260
forever	1850	45606	3981	1	googlebooks-eng-20200217	1-00018-of-00024.gz	261
forever	1851	41453	4139	1	googlebooks-eng-20200217	1-00018-of-00024.gz	262
forever	1852	48617	4521	1	googlebooks-eng-20200217	1-00018-of-00024.gz	263
forever	1853	50840	4766	1	googlebooks-eng-20200217	1-00018-of-00024.gz	264
forever	1854	55222	5045	1	googlebooks-eng-20200217	1-00018-of-00024.gz	265
forever	1855	50367	4832	1	googlebooks-eng-20200217	1-00018-of-00024.gz	266
forever	1856	58849	5544	1	googlebooks-eng-20200217	1-00018-of-00024.gz	267
forever	1857	50435	4893	1	googlebooks-eng-20200217	1-00018-of-00024.gz	268
forever	1858	50575	4439	1	googlebooks-eng-20200217	1-00018-of-00024.gz	269
forever	1859	52251	5037	1	googlebooks-eng-20200217	1-00018-of-00024.gz	270
forever	1860	57712	5646	1	googlebooks-eng-20200217	1-00018-of-00024.gz	271
forever	1861	41966	3980	1	googlebooks-eng-20200217	1-00018-of-00024.gz	272
forever	1862	40247	3511	1	googlebooks-eng-20200217	1-00018-of-00024.gz	273
forever	1863	40974	3978	1	googlebooks-eng-20200217	1-00018-of-00024.gz	274
forever	1864	51267	4889	1	googlebooks-eng-20200217	1-00018-of-00024.gz	275
forever	1865	43984	4819	1	googlebooks-eng-20200217	1-00018-of-00024.gz	276
forever	1866	60328	5458	1	googlebooks-eng-20200217	1-00018-of-00024.gz	277
forever	1867	53947	5200	1	googlebooks-eng-20200217	1-00018-of-00024.gz	278
forever	1868	55805	5652	1	googlebooks-eng-20200217	1-00018-of-00024.gz	279
forever	1869	58659	5603	1	googlebooks-eng-20200217	1-00018-of-00024.gz	280
forever	1870	58491	5661	1	googlebooks-eng-20200217	1-00018-of-00024.gz	281
forever	1871	56781	5832	1	googlebooks-eng-20200217	1-00018-of-00024.gz	282
forever	1872	61061	6382	1	googlebooks-eng-20200217	1-00018-of-00024.gz	283
forever	1873	58260	6036	1	googlebooks-eng-20200217	1-00018-of-00024.gz	284
forever	1874	58664	6183	1	googlebooks-eng-20200217	1-00018-of-00024.gz	285
forever	1875	56354	6140	1	googlebooks-eng-20200217	1-00018-of-00024.gz	286
forever	1876	60647	6692	1	googlebooks-eng-20200217	1-00018-of-00024.gz	287
forever	1877	58209	6232	1	googlebooks-eng-20200217	1-00018-of-00024.gz	288
forever	1878	59967	6317	1	googlebooks-eng-20200217	1-00018-of-00024.gz	289
forever	1879	57440	6582	1	googlebooks-eng-20200217	1-00018-of-00024.gz	290
forever	1880	70999	7773	1	googlebooks-eng-20200217	1-00018-of-00024.gz	291
forever	1881	74806	8097	1	googlebooks-eng-20200217	1-00018-of-00024.gz	292
forever	1882	72414	7967	1	googlebooks-eng-20200217	1-00018-of-00024.gz	293
forever	1883	81787	9076	1	googlebooks-eng-20200217	1-00018-of-00024.gz	294
forever	1884	85867	9353	1	googlebooks-eng-20200217	1-00018-of-00024.gz	295
forever	1885	76374	9087	1	googlebooks-eng-20200217	1-00018-of-00024.gz	296
forever	1886	83486	9666	1	googlebooks-eng-20200217	1-00018-of-00024.gz	297
forever	1887	87214	10434	1	googlebooks-eng-20200217	1-00018-of-00024.gz	298
forever	1888	93581	10584	1	googlebooks-eng-20200217	1-00018-of-00024.gz	299
forever	1889	102840	11229	1	googlebooks-eng-20200217	1-00018-of-00024.gz	300
forever	1890	99781	11472	1	googlebooks-eng-20200217	1-00018-of-00024.gz	301
forever	1891	97338	11800	1	googlebooks-eng-20200217	1-00018-of-00024.gz	302
forever	1892	107113	13142	1	googlebooks-eng-20200217	1-00018-of-00024.gz	303
forever	1893	104183	13071	1	googlebooks-eng-20200217	1-00018-of-00024.gz	304
forever	1894	109936	12637	1	googlebooks-eng-20200217	1-00018-of-00024.gz	305
forever	1895	111369	14622	1	googlebooks-eng-20200217	1-00018-of-00024.gz	306
forever	1896	112924	14822	1	googlebooks-eng-20200217	1-00018-of-00024.gz	307
forever	1897	113700	15211	1	googlebooks-eng-20200217	1-00018-of-00024.gz	308
forever	1898	115798	16113	1	googlebooks-eng-20200217	1-00018-of-00024.gz	309
forever	1899	147442	19052	1	googlebooks-eng-20200217	1-00018-of-00024.gz	310
forever	1900	152246	20296	1	googlebooks-eng-20200217	1-00018-of-00024.gz	311
forever	1901	136465	18771	1	googlebooks-eng-20200217	1-00018-of-00024.gz	312
forever	1902	134083	18882	1	googlebooks-eng-20200217	1-00018-of-00024.gz	313
forever	1903	126739	18587	1	googlebooks-eng-20200217	1-00018-of-00024.gz	314
forever	1904	142873	19529	1	googlebooks-eng-20200217	1-00018-of-00024.gz	315
forever	1905	122055	18205	1	googlebooks-eng-20200217	1-00018-of-00024.gz	316
forever	1906	140689	19621	1	googlebooks-eng-20200217	1-00018-of-00024.gz	317
forever	1907	136824	19528	1	googlebooks-eng-20200217	1-00018-of-00024.gz	318
forever	1908	135325	19585	1	googlebooks-eng-20200217	1-00018-of-00024.gz	319
forever	1909	142101	20547	1	googlebooks-eng-20200217	1-00018-of-00024.gz	320
forever	1910	138304	21251	1	googlebooks-eng-20200217	1-00018-of-00024.gz	321
forever	1911	130542	20998	1	googlebooks-eng-20200217	1-00018-of-00024.gz	322
forever	1912	137470	22036	1	googlebooks-eng-20200217	1-00018-of-00024.gz	323
forever	1913	131412	21583	1	googlebooks-eng-20200217	1-00018-of-00024.gz	324
forever	1914	126203	21505	1	googlebooks-eng-20200217	1-00018-of-00024.gz	325
forever	1915	130695	21306	1	googlebooks-eng-20200217	1-00018-of-00024.gz	326
forever	1916	135577	22314	1	googlebooks-eng-20200217	1-00018-of-00024.gz	327
forever	1917	137982	22070	1	googlebooks-eng-20200217	1-00018-of-00024.gz	328
forever	1918	130223	20542	1	googlebooks-eng-20200217	1-00018-of-00024.gz	329
forever	1919	131988	21084	1	googlebooks-eng-20200217	1-00018-of-00024.gz	330
forever	1920	128617	21534	1	googlebooks-eng-20200217	1-00018-of-00024.gz	331
forever	1921	118816	19954	1	googlebooks-eng-20200217	1-00018-of-00024.gz	332
forever	1922	123860	20680	1	googlebooks-eng-20200217	1-00018-of-00024.gz	333
forever	1923	69352	12859	1	googlebooks-eng-20200217	1-00018-of-00024.gz	334
forever	1924	58011	10852	1	googlebooks-eng-20200217	1-00018-of-00024.gz	335
forever	1925	69051	12656	1	googlebooks-eng-20200217	1-00018-of-00024.gz	336
forever	1926	68165	12417	1	googlebooks-eng-20200217	1-00018-of-00024.gz	337
forever	1927	68356	13256	1	googlebooks-eng-20200217	1-00018-of-00024.gz	338
forever	1928	70121	13383	1	googlebooks-eng-20200217	1-00018-of-00024.gz	339
forever	1929	76979	13781	1	googlebooks-eng-20200217	1-00018-of-00024.gz	340
forever	1930	70957	13565	1	googlebooks-eng-20200217	1-00018-of-00024.gz	341
