ngram	year	match_count	volume_count	ngram_order	corpus_release	source_shard	wide_field_index
for ever	1830	81273	6712	2	googlebooks-eng-20200217	2-00407-of-00589.gz	268
for ever	1831	76856	6028	2	googlebooks-eng-20200217	2-00407-of-00589.gz	269
for ever	1832	78262	6595	2	googlebooks-eng-20200217	2-00407-of-00589.gz	270
for ever	1833	79133	6744	2	googlebooks-eng-20200217	2-00407-of-00589.gz	271
for ever	1834	74853	6916	2	googlebooks-eng-20200217	2-00407-of-00589.gz	272
for ever	1835	91735	7493	2	googlebooks-eng-20200217	2-00407-of-00589.gz	273
for ever	1836	91358	7527	2	googlebooks-eng-20200217	2-00407-of-00589.gz	274
for ever	1837	86887	6938	2	googlebooks-eng-20200217	2-00407-of-00589.gz	275
for ever	1838	84922	6917	2	googlebooks-eng-20200217	2-00407-of-00589.gz	276
for ever	1839	101156	7958	2	googlebooks-eng-20200217	2-00407-of-00589.gz	277
for ever	1840	96486	8007	2	googlebooks-eng-20200217	2-00407-of-00589.gz	278
for ever	1841	92873	7304	2	googlebooks-eng-20200217	2-00407-of-00589.gz	279
for ever	1842	90596	7385	2	googlebooks-eng-20200217	2-00407-of-00589.gz	280
for ever	1843	87805	7323	2	googlebooks-eng-20200217	2-00407-of-00589.gz	281
for ever	1844	101253	7915	2	googlebooks-eng-20200217	2-00407-of-00589.gz	282
for ever	1845	103394	8441	2	googlebooks-eng-20200217	2-00407-of-00589.gz	283
for ever	1846	96690	8316	2	googlebooks-eng-20200217	2-00407-of-00589.gz	284
for ever	1847	99573	8349	2	googlebooks-eng-20200217	2-00407-of-00589.gz	285
for ever	1848	94465	8218	2	googlebooks-eng-20200217	2-00407-of-00589.gz	286
for ever	1849	90232	8100	2	googlebooks-eng-20200217	2-00407-of-00589.gz	287
for ever	1850	105797	9067	2	googlebooks-eng-20200217	2-00407-of-00589.gz	288
for ever	1851	108566	9594	2	googlebooks-eng-20200217	2-00407-of-00589.gz	289
for ever	1852	108454	9779	2	googlebooks-eng-20200217	2-00407-of-00589.gz	290
for ever	1853	125439	11060	2	googlebooks-eng-20200217	2-00407-of-00589.gz	291
for ever	1854	129539	11293	2	googlebooks-eng-20200217	2-00407-of-00589.gz	292
for ever	1855	106598	9747	2	googlebooks-eng-20200217	2-00407-of-00589.gz	293
for ever	1856	109553	10001	2	googlebooks-eng-20200217	2-00407-of-00589.gz	294
for ever	1857	101977	9709	2	googlebooks-eng-20200217	2-00407-of-00589.gz	295
for ever	1858	99006	9110	2	googlebooks-eng-20200217	2-00407-of-00589.gz	296
for ever	1859	104172	9708	2	googlebooks-eng-20200217	2-00407-of-00589.gz	297
for ever	1860	108108	10444	2	googlebooks-eng-20200217	2-00407-of-00589.gz	298
for ever	1861	85816	8225	2	googlebooks-eng-20200217	2-00407-of-00589.gz	299
for ever	1862	87632	7928	2	googlebooks-eng-20200217	2-00407-of-00589.gz	300
for ever	1863	82387	7449	2	googlebooks-eng-20200217	2-00407-of-00589.gz	301
for ever	1864	80295	8231	2	googlebooks-eng-20200217	2-00407-of-00589.gz	302
for ever	1865	85576	8499	2	googlebooks-eng-20200217	2-00407-of-00589.gz	303
for ever	1866	93677	9104	2	googlebooks-eng-20200217	2-00407-of-00589.gz	304
for ever	1867	94805	9115	2	googlebooks-eng-20200217	2-00407-of-00589.gz	305
for ever	1868	95841	9614	2	googlebooks-eng-20200217	2-00407-of-00589.gz	306
for ever	1869	101035	9826	2	googlebooks-eng-20200217	2-00407-of-00589.gz	307
for ever	1870	97271	9656	2	googlebooks-eng-20200217	2-00407-of-00589.gz	308
for ever	1871	91586	9193	2	googlebooks-eng-20200217	2-00407-of-00589.gz	309
for ever	1872	93570	9474	2	googlebooks-eng-20200217	2-00407-of-00589.gz	310
for ever	1873	86796	9185	2	googlebooks-eng-20200217	2-00407-of-00589.gz	311
for ever	1874	83245	9228	2	googlebooks-eng-20200217	2-00407-of-00589.gz	312
for ever	1875	86543	9374	2	googlebooks-eng-20200217	2-00407-of-00589.gz	313
for ever	1876	87255	9613	2	googlebooks-eng-20200217	2-00407-of-00589.gz	314
for ever	1877	82167	8784	2	googlebooks-eng-20200217	2-00407-of-00589.gz	315
for ever	1878	79333	8743	2	googlebooks-eng-20200217	2-00407-of-00589.gz	316
for ever	1879	85184	8946	2	googlebooks-eng-20200217	2-00407-of-00589.gz	317
for ever	1880	87039	9753	2	googlebooks-eng-20200217	2-00407-of-00589.gz	318
for ever	1881	86202	9459	2	googlebooks-eng-20200217	2-00407-of-00589.gz	319
for ever	1882	84957	9718	2	googlebooks-eng-20200217	2-00407-of-00589.gz	320
for ever	1883	89410	10312	2	googlebooks-eng-20200217	2-00407-of-00589.gz	321
for ever	1884	85335	10347	2	googlebooks-eng-20200217	2-00407-of-00589.gz	322
for ever	1885	88472	10094	2	googlebooks-eng-20200217	2-00407-of-00589.gz	323
for ever	1886	71623	8699	2	googlebooks-eng-20200217	2-00407-of-00589.gz	324
for ever	1887	80451	9713	2	googlebooks-eng-20200217	2-00407-of-00589.gz	325
for ever	1888	79723	9923	2	googlebooks-eng-20200217	2-00407-of-00589.gz	326
for ever	1889	80433	10024	2	googlebooks-eng-20200217	2-00407-of-00589.gz	327
for ever	1890	82607	10479	2	googlebooks-eng-20200217	2-00407-of-00589.gz	328
for ever	1891	76133	10335	2	googlebooks-eng-20200217	2-00407-of-00589.gz	329
for ever	1892	89622	10808	2	googlebooks-eng-20200217	2-00407-of-00589.gz	330
for ever	1893	78034	11431	2	googlebooks-eng-20200217	2-00407-of-00589.gz	331
for ever	1894	81434	10901	2	googlebooks-eng-20200217	2-00407-of-00589.gz	332
